ORIGINAL_PROD_NAME;ImageURL;SalesUnitID;StockUnitID;PackingInfoInStockUnit;SalesUnit.PackingInfo;PROD_BARCODE_NUMBER;PROD_NOTES;UnitConvStockPurch;BunzlItemMainGroup;BunzlItemSubGroup;Color;PROD_WEIGHT;ItemABC;Code;Certifications;STOCK_COUNT;FIELD_18;PROD_COST_PRICE;FIELD_20;PrimaryVendorName;PrimaryVendorItemID;ItemNetSales;DataAreaID;BrandID;LeverandørLink;Column1;_1;_2;_3;_4;Flerstk. pris;Retail_Price;FIELD_17;VENDOR_NUM;PROD_NUM_old;PROD_NUM;FIELD_1;PROD_UNIT_ID;MANUFAC_ID;FIELD_2;LANGUAGE_ID;CURRENCY_CODE;PROD_SORT;PROD_MIN_BUY;PROD_HIDDEN;PROD_FRONT_PAGE;OMIT_FROM_FREE_SHIPPING_LIMIT;PROD_VAR_MASTER;PROD_SHOW_ON_GOOGLE_FEED;PROD_SHOW_ON_FACEBOOK_FEED;PROD_SHOW_ON_PRICERUNNER_FEED;PROD_SHOW_ON_KELKOO_FEED;PROD_SITE_SPECIFIC_SORTING;PROD_MAX_BUY;PROD_MIN_BUY_B2B;PROD_BACKORDER_AVAILABILITY_DAYS;STOCK_LIMIT;PROD_NEW;TOPLIST_HIDDEN;PROD_DELIVERY;PROD_DELIVERY_NOT_IN_STOCK;PROD_PREORDER;PROD_BACKORDER;PROD_TYPE_ID;CAT_NAME;CAT_ID;PROD_NAME
Låg Ready2Cook 271x168x27 mm Lavt APET Klar;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/38267-2.jpg;krt;ps;100 stk/ps;4 ps x 100 stk/krt;5701022215742;;4;HOTFOOD;FOILCONT;Klar;1,85;B;A02;Egnet til Fødevarekontakt;54;;10868;271x168x27 mm;Plus Pack A/S;5022200203;107883.28079200005;mln;;https://www.pluspack.com/products/category/all-products;;;;;;21736;24151;100 stk/ps;ML38267-2;E140170;E140170 - Deaktiveret;1 ps (á 100 stk);6;;Egnet til fødevarekontakt;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Plastlåg til plastemballage;1120107000000;Låg Ready2Cook 271x168x27 mm Lavt APET Klar
Alubakke 685 ml 326x106x25 mm;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/7331.jpg;krt;pk;125 stk/pk;5 pk x 125 stk/krt;5701022000799;;5;HOTFOOD;FOILCONT;sølv;1,26;C;;;59;;12922;;Plus Pack A/S;0737007900;145845.14196;mln;;https://www.pluspack.com/products/category/all-products;;;;;;25844;28715,5;125 stk/pk;ML7331;E140190;E140190 - Deaktiveret;1 pk (á 125 stk);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;;;Alubakke 685 ml 326x106x25 mm
Alubakke 290 ml Ø111x43 mm Rund Guld;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/7353-1.jpg;krt;pk;115 stk/pk;9 pk x 115 stk/krt;5701022184925;Låg 7345-2;9;HOTFOOD;FOILCONT;Guld;0,76;B;;;35;;13331;;Plus Pack A/S;0029011305;55676.82063300002;mln;;https://www.pluspack.com/products/category/all-products;;;;;;26662;29624,5;115 stk/pk;ML7353-1;E140200;E140200 - Deaktiveret;1 pk (á 115 stk);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Salatbakker;1120106000000;Alubakke 290 ml Ø111x43 mm Rund Guld
Alubakke 1000 ml 266x131x39 mm;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/7420.jpg;krt;pk;100 stk/pk;8 pk x 100 stk/krt;5701022000829;;8;HOTFOOD;FOILCONT;sølv;1,24;C;;;64;;14193;;Plus Pack A/S;7310008900;68916.567252;mln;;https://www.pluspack.com/products/category/all-products;;;;;;28386;31540;100 stk/pk;ML7420;E140210;E140210 - Deaktiveret;1 pk (á 100 stk);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Firkantede alubakker;1130101000000;Alubakke 1000 ml 266x131x39 mm
Alubakke 3-rum 210/290/490 ml 227x178x39 mm;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/7911.jpg;krt;pk;100 stk/pk;5 pk x 100 stk/krt;5701022128837;Låg 73005Dimension 227x178x39 mm;5;HOTFOOD;FOILCONT;;1,98;C;A02;Egnet til Fødevarekontakt;2;;15659;;Plus Pack A/S;0559910000;45475.197690000015;mln;;https://www.pluspack.com/products/category/all-products;;;;;;31318;34797,75;100 stk/pk;ML7911;E140220;E140220 - Deaktiveret;1 pk (á 100 stk);6;;Egnet til fødevarekontakt;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Bakke 1 rum;1120101000000;Alubakke 3-rum 210/290/490 ml 227x178x39 mm
Låg Vistopac 168x141x34 mm APET Klar til 300 ml bakke 111767;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/111797.jpg;krt;krt;2 pk x 250 stk/krt;2 pk x 250 stk/krt;5701022203503;Erstatter vnr  36348 som er udgået hos Plus Pack.;1;COLDFOOD;DELISALAD;Klar;5,18;C;;;5;;17344;;Plus Pack A/S;6210500000;11617.816283999995;mln;;https://www.pluspack.com/products/category/all-products;;;;;;34688;38542,25;2 pk x 250 stk/ks;ML111797;E140230;E140230 - Deaktiveret;1 ks (á 2 pk);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Salatbakker;1120106000000;Låg Vistopac 168x141x34 mm APET Klar
Sushibakke Vistopac 1-rum 300 ml 177x150x27 mm RPET Sort;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/111767.jpg;krt;krt;4 pk x 125 stk/krt;4 pk x 125 stk/krt;5701022203657;Erstatter vnr  37347 som er udgået hos Plus Pack. Låg findes på vnr 111797;1;COLDFOOD;DELISALAD;Sort;5,8;C;;;4;;18424;;Plus Pack A/S;6294010700;11511.654992;mln;;https://www.pluspack.com/products/category/all-products;;;;;;36848;40942,25;4 pk x 125 stk/ks;ML111767;E140240;E140240 - Deaktiveret;1 ks (á 4 pk);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Øvrige plastemballage;1120108000000;Sushibakke Vistopac 1-rum 300 ml 177x150x27 mm RPET Sort
Plastlåg Diamond Ø199x25 mm højt  RPET Klar til skål ø188 mm;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/37340-1.jpg;krt;krt;300 stk/krt;300 stk/krt;5701022159534;Passer til eks 105153 og 107304plant låg er alternativ på vnr 37339-1;1;COLDFOOD;DELISALAD;Klar;4,14;C;;;3;;21047;;Plus Pack A/S;6202525005;16876.224964999998;mln;;https://www.pluspack.com/products/category/all-products;;;;;;42094;46771;300 stk/ks;ML37340-1;E140250;E140250 - Deaktiveret;1 ks (á 300 stk);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Plastlåg til plastemballage;1120107000000;Plastlåg Diamond Ø199x25 mm højt  RPET Klar
Plastskål Bowl Diamond 714ml Ø18,8x4,8cm RPET Sort;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/107304.jpg;krt;krt;6 pk x 50 stk/krt;6 pk x 50 stk/krt;5701022186455;Låg = 37339-1 (plan) eller 37340-1 (høj)ikke pakket med stablet i kartonen 6x50 stk. jfh;1;COLDFOOD;DELISALAD;Sort;4,71;C;;;14;;21287;Ø188 x H48 mm;Plus Pack A/S;6202500017;16272.239851999997;mln;;https://www.pluspack.com/products/category/all-products;;;;;;42574;47304,5;6 pk x 50 stk/ks;ML107304;E140260;E140260 - Deaktiveret;1 ks (á 6 pk);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;;;Plastskål Bowl Diamond 714ml Ø18,8x4,8cm RPET Sort
Plastskål Bowl Diamond 952 ml Ø188x60 mm RPET Klar;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/37336-1.jpg;krt;krt;300 stk/krt;300 stk/krt;5701022185786;Låg 37339-1;1;COLDFOOD;DELISALAD;Klar;5,4;C;;;18;;23485;;Plus Pack A/S;6203200005;8295.741309999998;mln;;https://www.pluspack.com/products/category/all-products;;;;;;46970;52189;300 stk/ks;ML37336-1;E140270;E140270 - Deaktiveret;1 ks (á 300 stk);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;;;Plastskål Bowl Diamond 952 ml Ø188x60 mm RPET Klar
Bakke 2-rum 395/500 ml 238x176x40 mm Oval PP Sort;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/3506-1.jpg;krt;krt;240 stk/krt;240 stk/krt;5701022202698;Plus Pack har erstattet halvdelen af pp plasten med kridt hvilket giver en stor reduktion i udledningen af CO2. Derfor oprettet på-1 Låg 3583;1;COLDFOOD;MICROWAVE;Sort;8,16;C;;;16;;23730;238x176x40 mm;Plus Pack A/S;0155024703;43936.36811499999;mln;;https://www.pluspack.com/products/category/all-products;;;;;;47460;52733,25;240 stk/ks;ML3506-1;E140280;E140280 - Deaktiveret;1 ks (á 240 stk);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Bakke 1 rum;1120101000000;Bakke 2-rum 395/500 ml 238x176x40 mm Oval PP Sort
Bakke Zen Tapas 1-rum Rektangulær 1134ml L320xB250xH20mm RPET Sort;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/140996.jpg;krt;krt;2 ps x 60 stk/krt;2 ps x 60 stk/krt;5701022217395;Låg vnr. 140997;1;COLDFOOD;SUSHITRAY;Sort;9,8;C;;;4;;27650;;Plus Pack A/S;5020810200;14891.14679;mln;;https://www.pluspack.com/products/category/all-products;;;;;;55300;61444,5;2 ps x 60 stk/ks;ML140996;E140290;E140290 - Deaktiveret;1 ks (á 2 ps);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Plastlåg til plastemballage;1120107000000;Bakke Zen Tapas 1-rum Rektangulær 1134ml L320xB250xH20mm RPET Sort
Alubakke Ready2Cook 1896ml L293xB193xH45mm med Apet plastlåg 10 sæt sampak;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/140562.jpg;ps;ps;10 stk/ps;10 stk/ps;5410555080269;Bakke findes på 105657 og låg på 38266-3;12;HOTFOOD;FOILCONT;;0,52;C;;;20;;5069;;Plus Pack A/S;0192180200;15289.338523999999;mln;READY2COOK;https://www.pluspack.com/products/category/all-products;;;;;;10138;11264,5;10 stk/ps;ML140562;E140100;E140100 - Deaktiveret;1 ps (á 10 stk);7;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;;;Alubakke Ready2Cook 1896ml L293xB193xH45mm med Apet plastlåg 10 sæt sampak
Låg Ready2Cook 300x200x26 mm Lavt APET;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/38266-3.jpg;krt;ps;100 stk/ps;2 ps x 100 stk/krt;5701022215513;;2;HOTFOOD;FOILCONT;Klar;2,4;B;;;4;;12105;;Plus Pack A/S;5024100200;103502.05961700004;mln;READY2COOK;https://www.pluspack.com/products/category/all-products;;;;;;24210;26900;100 stk/ps;ML38266-3;E140180;E140180 - Deaktiveret;1 ps (á 100 stk);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Plastlåg til plastemballage;1120107000000;Låg Ready2Cook 300x200x26 mm Lavt APET
Alubakke Catersource 1/1 GN 5350 ml 527x325x38 mm;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/107463.jpg;krt;krt;5 ps x 10 stk/krt;5 ps x 10 stk/krt;5710876254920;I rest hos Plus Pack indtil primo november. jfh 3.10.19.LÅG 107466;1;HOTFOOD;FOILCONT;sølv;6,92;B;;;18;;28153;527x325x38 mm;Plus Pack A/S;5353511904;351605.0260229996;mln;CATERSOURC;https://www.pluspack.com/products/category/all-products;;;;;;56306;62562,25;5 ps x 10 stk/ks;ML107463;E140300;E140300 - Deaktiveret;1 ks (á 5 ps);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Firkantede alubakker;1130101000000;Alubakke Catersource 1/1 GN 5350 ml 527x325x38 mm
Alubakke Catersource 1/1 GN 8374 ml 527x325x67 mm;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/107464.jpg;krt;krt;5 ps x 10 stk/krt;5 ps x 10 stk/krt;5710876254944;Låg: 107466 el 73012;1;HOTFOOD;FOILCONT;sølv;6,5;B;;;15;;28739;527x325x67 mm;Plus Pack A/S;5388520954;322614.3243119997;mln;CATERSOURC;https://www.pluspack.com/products/category/all-products;;;;;;57478;63864,5;5 ps x 10 stk/ks;ML107464;E140310;E140310 - Deaktiveret;1 ks (á 5 ps);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Firkantede alubakker;1130101000000;Alubakke Catersource 1/1 GN 8374 ml 527x325x67 mm
Salatbakke Clearshow 150 ml 150x112x31 mm oval Hængslet låg RPET Klar;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/3516-1.jpg;krt;krt;16 pk x 50 stk/krt;16 pk x 50 stk/krt;5701022199950;9 kolli pr. palle - hf 121124;1;COLDFOOD;DELISALAD;Klar;10,82;B;;;10;;34512;;Plus Pack A/S;9700850001;61377.93506900007;mln;;https://www.pluspack.com/products/category/all-products;;;;;;69024;76693,25;16 pk x 50 stk/ks;ML3516-1;E140320;E140320 - Deaktiveret;1 ks (á 16 pk);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Salatbakker;1120106000000;Salatbakke Clearshow 150 ml 150x112x31 mm oval Hængslet låg RPET Klar
Bakke 2-rum 400/515 ml 238x176x40 mm Oval CPET Sort;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/37254.jpg;krt;krt;240 stk/krt;240 stk/krt;5701022127762;låg på vnr 3583;1;COLDFOOD;MICROWAVE;Sort;7;C;;;15;;35161;238x176x40 mm;Plus Pack A/S;0155060700;73573.14672799999;mln;;https://www.pluspack.com/products/category/all-products;;;;;;70322;78135,5;240 stk/ks;ML37254;E140330;E140330 - Deaktiveret;1 ks (á 240 stk);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Bakke 1 rum;1120101000000;Bakke 2-rum 400/515 ml 238x176x40 mm Oval CPET Sort
Alubakke Ready2Cook 1400 ml 265x162x47 mm Sort;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/37368-3.jpg;krt;ps;150 stk/ps;2 ps x 150 stk/krt;5701022205415;Nu med små håndtag i de to korte sider af bakkenLåg 37367 højt & 38267-2 lavtFåes også i blank 37359-3;2;HOTFOOD;FOILCONT;Sort;3,06;C;;;61;;36843;247x144x47 mm;Plus Pack A/S;0140112200;45118.40513600001;mln;READY2COOK;https://www.pluspack.com/products/category/all-products;;;;;;73686;81873,25;150 stk/ps;ML37368-3;E140340;E140340 - Deaktiveret;1 ps (á 150 stk);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Firkantede alubakker;1130101000000;Alubakke Ready2Cook 1400 ml 265x162x47 mm Sort
Alubakke Catersource 456 ml 145x110x45 mm;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/107468.jpg;krt;krt;10 ps x 110 stk/krt;10 ps x 110 stk/krt;5710876255002;låg på vnr 114964;1;HOTFOOD;FOILCONT;sølv;12,37;C;;;0;;46312;145x110x45 mm;Plus Pack A/S;0734507903;30862.250966000003;mln;CATERSOURC;https://www.pluspack.com/products/category/all-products;;;;;;92624;102915,5;10 ps x 110 stk/ks;ML107468;E140350;E140350 - Deaktiveret;1 ks (á 10 ps);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Firkantede alubakker;1130101000000;Alubakke Catersource 456 ml 145x110x45 mm
Indsats bakke 400 ml buet form 174x89/78x41 mm til Ready2cook bakker alu;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/125360.jpg;krt;krt;6 ps x 130 stk/krt;6 ps x 130 stk/krt;5701022214226;passer i fx vnr 105657, 108115,122100, 37369-2;1;HOTFOOD;FOILCONT;;3,694;C;;;8;;52606;;Plus Pack A/S;5504040100;10155.659200000002;mln;;https://www.pluspack.com/products/category/all-products;;;;;;105212;116902,25;6 ps x 130 stk/ks;ML125360;E140360;E140360 - Deaktiveret;1 ks (á 6 ps);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;;;Indsats bakke 400 ml buet form 174x89/78x41 mm
Alubakke Ready2Cook 750 ml 178x136x45 mm Sølv;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/107054-1.jpg;krt;krt;4 ps x 110 stk/krt;4 ps x 110 stk/krt;5701022205538;JFH15012018:  Nu med små håndtag i de to korte sider af bakkenLåg: 107055;1;HOTFOOD;FOILCONT;sølv;5,33;C;;;7;;52904;178x136x45 mm;Plus Pack A/S;0072610200;32366.281494999992;mln;READY2COOK;https://www.pluspack.com/products/category/all-products;;;;;;105808;117564,5;4 ps x 110 stk/ks;ML107054-1;E140370;E140370 - Deaktiveret;1 ks (á 4 ps);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Firkantede alubakker;1130101000000;Alubakke Ready2Cook 750 ml 178x136x45 mm Sølv
Alubakke 1170 ml 234x183x36 mm;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/109036.jpg;krt;krt;400 stk/krt;400 stk/krt;5701022104916;Låg: 7514;1;HOTFOOD;FOILCONT;sølv;7,2;C;;;9;;62948;234x183x36 mm;Plus Pack A/S;8312009901;16992.350599999998;mln;;https://www.pluspack.com/products/category/all-products;;;;;;125896;139884,5;400 stk/ks;ML109036;E140380;E140380 - Deaktiveret;1 ks (á 400 stk);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Firkantede alubakker;1130101000000;Alubakke 1170 ml 234x183x36 mm
Alubakke 1900 ml 308x206x38 mm;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/7414.jpg;krt;krt;275 stk/krt;275 stk/krt;5701022105289;Passer til weberlåg 108416;1;HOTFOOD;FOILCONT;;7,39;C;;;7;;63403;;Plus Pack A/S;8319010900;39052.08396800001;mln;;https://www.pluspack.com/products/category/all-products;;;;;;126806;140895,5;275 stk/ks;ML7414;E140390;E140390 - Deaktiveret;1 ks (á 275 stk);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Firkantede alubakker;1130101000000;Alubakke 1900 ml 308x206x38 mm
Alubakke Ready2Cook 750 ml 220x150x34 mm;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/105603-2.jpg;krt;krt;4 ps x 110 stk/krt;4 ps x 110 stk/krt;5701022208591;LÅG 140951;1;HOTFOOD;FOILCONT;;6,66;C;;;6;;65198;220x150x34 mm;Plus Pack A/S;0075110201;28502.328900000015;mln;;https://www.pluspack.com/products/category/all-products;;;;;;130396;144884,5;4 ps x 110 stk/ks;ML105603-2;E140400;E140400 - Deaktiveret;1 ks (á 4 ps);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Firkantede alubakker;1130101000000;Alubakke Ready2Cook 750 ml 220x150x34 mm
Alulåg forformet 229x180 mm til alumenu bakker 1/2/3 rum;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/124637.jpg;krt;krt;1000 stk/krt;1000 stk/krt;5410555059036;erstatningsvare for vnr 73005.  Passer til 7911, 7838, 7837 og 7309;1;HOTFOOD;FOILCONT;Aluminium;6,4;C;;;6;;65993;229x180 mm;Plus Pack A/S;0559349760;18729.158739000002;mln;;https://www.pluspack.com/products/category/all-products;;;;;;131986;146651;1000 stk/ks;ML124637;E140410;E140410 - Deaktiveret;1 ks (á 1000 stk);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Firkantede alubakker;1130101000000;Alulåg forformet 229x180 mm
Alubakke Ready2Cook 1920 ml 293x193x45 mm;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/105657.jpg;krt;krt;4 pk x 100 stk/krt;4 pk x 100 stk/krt;5701022198670;Låg på nr 38266-2Højt løg 140950Kun alufarvet;1;HOTFOOD;FOILCONT;sølv;13,24;B;;;16;;106326;276x176x45 mm;Plus Pack A/S;0192011404;213777.87735099997;mln;READY2COOK;https://www.pluspack.com/products/category/all-products;;;;;;212652;236280;4 pk x 100 stk/ks;ML105657;E140420;E140420 - Deaktiveret;1 ks (á 4 pk);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Firkantede alubakker;1130101000000;Alubakke Ready2Cook 1920 ml 293x193x45 mm
Alubakke 150 ml Ø80x44 mm Rund;https://d213yzj61vi89h.cloudfront.net/Bunzl-MLN-Site/images/processed/110085.jpg;krt;krt;24 ps x 100 stk/krt;24 ps x 100 stk/krt;5410555053324;;1;HOTFOOD;FOILCONT;;6,94;C;;;5;;110741;Ø 80x44 mm;Plus Pack A/S;0511510599;28239.392479;mln;;https://www.pluspack.com/products/category/all-products;;;;;;221482;246091;24 ps x 100 stk/ks;ML110085;E140430;E140430 - Deaktiveret;1 ks (á 24 ps);6;;;26;DKK;50;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;0;0;0;0;0;FALSE;FALSE;1-3;5-25;FALSE;FALSE;90;Runde alubakker;1130102000000;Alubakke 150 ml Ø80x44 mm Rund
